HelpfulnessNumerator,HelpfulnessDenominator,Score,Summary,Text
25,42,1,ridiculous price,"ok, I admit, I do buy a lot of stuff on Amazon, usually because of great price and quick shipment... But I got caught with this item... I ordered it along with other baking goods and the next day I saw it in Stop&Shop for $0.98! So obviously I bought it and thought I would just send this one back (4.79 is just a ridiculous price)... But this is not that easy. If I want to return it, I have to pay for shipment - which is another $5.00 or so..."
1,1,5,Best tiny drink,"This is simply the best energy shot you can buy, and I think I've tried about 50 different kinds. It's just the right amount of energy, and just enough caffeine to work well even if you're quite tolerant to caffeine. As a fair warning, the vitamins will make your pee turn neon yellow regardless of how much you've had to drink that day."
0,0,5,Awesome Flavor,"After trying these from the airline, I am addicted.  They smell like baked blueberries and taste like crunchy blueberry muffins!"
10,10,5,Great!,"I couldn't be more satisfied with this product. It is highly nutritious, where it basically provides all the needed amino acids which the body needs. There is much information available on the hemp seeds and here are some which I came across which turned me to start enjoying this super-food:<br /><br />http://www.ratical.org/renewables/hempseed1.html<br />http://www.drbronner.com/pdf/hempnutrition.pdf<br />http://sudburymarket.com/nutritional_benefits_hemp.html"
0,0,2,Too dry and way too overpowering salty teriyaki flavour,Could do with a touch of sweetness as the salt is far too over powering and it seems over dried. I bought a box and can't get rid of the rest
1,1,4,Yum?,"I quite liked it, the flavor is a bit harsh at first but then it becomes more mellow. It is most certainly caffeinated which is good. It is too expensive to buy more than once though. All in all I liked it."
0,0,5,Great Tea,Helped when I had a cold and soar throat and could not make it to the doctor-- I would purchase again
1,1,5,I'm a believer,"I ordered this product because of the Dr Oz show for anti-aging, a nice by product is I swear my knee pain has improved since I started drinking a cup a day, oh yeah and it taste good."
0,0,5,Yummy!,"I love this tea - it tastes just EXACTLY like old fashioned black tea; BUT IT ISN'T!  This is a healthy, caffiene free, herbal tea that doesn't keep me awake, doesn't give me acid stomach, but gives me real taste satisfaction.  This tea is just right!"
0,0,5,Seriously Delish!,"WOW! This product is simply delicious. Nice texture, almost like shredded beef(better than beef jerky in my opinion) and the spices for this flavor is just right! A combination of smokey, salty and sweet. The only problem I have with it is trying to stop eating it! I know it is packed with protein, low in fat and only 81 calories, but the carb content (11 grams per serving)seems pretty high for just one strip. Just have to watch my consumption :oD Although, I have replaced a meal with two primal strips and lost about 5 pounds this week. All in all, this is an exceptional meat alternative snack."
1,1,5,Delicious!,I've tried all the different flavors of bars that Fiber One offers and these are definitely my favorite. The caramel flavor is light and sweet and the fiber in these bars (a whopping 9g!) makes them a very filling snack or a quick meal on the go! I typically enjoy these in the afternoon to carry me through between lunch and dinner but have eaten them for breakfast on occasion as well and they keep me satisfied until lunch. Fiber is one of the hardest things for me to get enough of (25-35g is recommended daily) and these bars definitely help! Some people have reported digestive upset when eating these but I've never had a problem with them. I highly recommend this product!
3,4,5,I like the product a lot but do not buy on Amazon.com,"Nothing at all against this, or any other seller selling this item. I very much enjoyed my DIY ""spiked"" drinks. However, if you purchase straight from the manufacturing company, this kit is nearly $8 less shipped (dependent on location of course.)<br /><br />Again, I really do like the product and had a great experience with this seller, just thought I'd throw this out there."
0,2,1,Did Nothing,I have no idea what all these reviews for this brand of dieters tea are talking about. I followed the directions nothing happened. Brewed a stronger cup-still nothing.Even measured out the water to 6oz and let the tea bag seep for five minutes-nothing just stronger tasting tea. On the box it tells you not to drink more than 1 cup in a 24 hour period- I drank three the other day not even thinking about it and nothing happened! Just tasted like cranberry tea and nothing else. Strange.
0,0,4,"Healthy and tastes great, but the clusters were crushed","I received my bag of Kind Healthy Grains clusters free from the Amazon Vine program, in exchange for writing a review.<br /><br />We eat cereal for breakfast a couple of times per week, and I'm always looking for one the kids like that isn't half sugar and artificial colors. I was really impressed with the ingredients in this product -  Non-GMO flax seeds, amaranth, quinoa, oats, millet and buckwheat.  No artificial ingredients, preservatives or coloring, and it's sweetened with evaporated cane juice and molasses, and not the dreaded HFCS.  It's high in anti-oxidants, Omega-3s, and fiber, and is low in salt and fat. Best of all, it contains actual blueberry puree - very few of the foods sold as ""blueberry"" actually have any in it!<br /><br />Overall it's a very good choice for snacking or as cereal.  They need to put it in a box or some other container because my bag arrived with all the clusters broken into small pieces.  There was no way to eat this except as cereal with milk, or sprinkled on food (we had some on yogurt).  It tastes really good, with complex flavors from the various grains.  The kids like it, too."
1,1,5,THIS STUFF IS THE BOMB !!,"I first tried this incredible sauce at the NOODLES INC restaurant with a udon noodles type of dish with chicken breast and cilantro and bean sprouts. OMG !! this sauce is unique, sweet, perky and garlicky and this fresh kind of hotness you wont believe. I immediately went to King Soopers and bought the noodles, sprouts , cilantro and chicken and the Sauce to make this at home. YUMMMM !!"
2,2,5,Marshmallows Are My Passion - Pumpkin Spice Is My Weakness!,"Marshmallows are my passion.  I love them so much.  I can eat them plain, in cereal, in coffee, in Rice Krispie treats, any way.  My favorite way to use these marshmallows is to drop two of them into the bottom of my cappuccino cup and pour in steaming espresso and steamed milk.  The marshmallows give the coffee drink just the right amount of pumpkin spice flavor.  I wish these were available all year round as I love anything pumpkin.  The flavor is the perfect amount of Pumpkin and Spice and not overly sweet.  I still have a bag left, but wish I would have ordered three times the amount.<br /><br />For Halloween, I made Pumpkin Spice Rice Krispie Treats and not only were they pretty, they were delicious.  My friends and their kids went crazy over these treats.  At Thanksgiving, I made a Yam Casserole and instead of using regular plain white marshmallows, I used the Pumpkin Spice marshmallows.  They were a real hit.<br /><br />If you like Pumpkin and you like marshmallows, get these; you will not regret it at all.  I could sit and eat the whole bag plain."
0,0,5,Dogs can't wait!,My two dogs love this; they bark while I'm getting it ready and then woof it down! It looks good and smells good too.
0,0,5,LOVE these chips!,"I was lucky to have ordered chips on a Virgin America flight and was so excited to see them on Amazon!  They are light and crispy and they do not have MSG or anything bad in them.  They only have about 100 calories per bag and around 3 grams of fat.  I love them!  If you are a chip lover, try them!"
0,0,5,Great for my older Border Collie,"Both of my dogs love these treats! My border collie has been having problems with stiffness in her back legs so I thought I would give these a try. I have been giving them to her everyday for about a month and just last weekend she racied me down the stairs outside!!!  And she won!!! I really think these are helping her, so I'm on ""Subscribe and Save"" and will keep giving them to her forever if it keeps her out of pain. I also give one to my yorkie. No hip/lep problems there but maybe we can head em off at the pass!! They LOVE how they taste and both sit patiently waiting for their treat!!! Thank you Zuke's!!!!"
0,0,5,Siracha is amazing!,"If you like spice, you will like Siracha! This bulk set is awesome. We use a lot of this stuff at my house."
0,0,4,Maple Syrup,Good price for the size I wanted and great quality.  It was just what I needed for a mead project.  Items was delivered quickly.
0,0,1,Product of China may have caused my dog to become ill,"I have purchased chicken chips in the past and they were not from China.  Shortly after purchasing this order my dog became sick.  I cannot say it was from this order of chicken chips but he got sick shortly after I started feeding him this order of chicken chips.  I had to pay a $500 vet bill when my dog had blood in his urine.  The vet could not determine what caused the urinary tract infection.  My sister told me to check the container to see if the product came from China, it did.  She gave me a different bag of the same product that was made in the USA. Check your packaging."
0,0,5,love runts then buy them from here.,"My kids and family are addicted to runts this has been the fastest and best amount for the price I have gotten so far. Plus I got tons of bananas ""yum my fav"" getting ready to order more."
0,0,5,INCREDIBLE!!!! SO GOOD!!!,I WAS SERIOUSLY IMPRESSED WITH THIS PROTEIN POWDER.  IT TRUELY IS GOOD HOT OR COLD.  PERFECT BREAKFAST IF YOU JUST LIKE A PROTEIN SHAKE FOR BREAKFAST AND YOU LOVE COFFEE!  WHY NOT COMBINE THE TWO WITH A DELICIOUS MOCHA FLAVOR!  THIS IS A NEW FAVORITE OF MINE. I LOVE IT!
1,1,3,"Better than ""Miracle Noodles""","I have eaten the Miracle Noodles angel hair variety, prepared several ways, and could not tolerate the texture.  The Tofu Shirataki Noodles fettuccine has a much better texture.  The best use I have found is in Asian type soups, let the Tofu Shirataki noodles simmer a little while in the soup broth and they taste good. I do not like these noodles cooked in Italian recipes. Overall, the Tofu Shirataki noodles are an acceptable substitute for authentic pasta since I'm trying to lose weight."
2,2,5,elno,This is the best of all hoisin sauce brands. Learned about it in my Chinese cooking classes.
2,4,5,I like it,I bought this as it came in a pack with the mascara and as it turned out I liked it more than the mascara. It is great stuff. It smells to me like baking cookies. Every time I put it on my husband asks me if I am baking something. It has such a yummy smell. It is so smooth and goes on great. I recommend this product for anyone looking for a good face cream.
0,0,5,Gluten free with good taste,"The best gluten free mix I've tried.  Of the recipes on the box I can vouch for the pancakes and the waffles- the biscuits were edible if not enjoyable.  The pancakes and waffles also freeze well.  I also recommend Betty Crocker's ""Glutenfree Recipe Collection"" magazine for extra recipes to try with or without this mix. From the magazine I have thus far made the chicken and dumplings (the dumplings disintegrate a bit too easily but are still good) and the fruit swirl coffee cake (I used a full can of pie filling per 8X8- I used apple and lemon pie fillings.  I thought the cake tasted rather like a cobbler or dry danish pastry).  The mix is quick, it's easy, it tastes good, and it is versatile.  And hey- although the packaging of the mix into the little boxes is a bit of a pain it does serve to keep the mix fresh!"
1,3,1,Not the same,"So I order my favorite Jim Beam seeds from Amazon every couple of months. I was running low so I decided to order a new case this week. To my dismay, the package that came in the mail has changed. The picture on Amazon still shows my favorite brand, but apparently Jim Beam seeds are now being produced by ""BIGS"". They changed the seed, as well as the amount of seasoning. The taste is the same, but not nearly as strong.<br /><br />Just a shame. The genuine original seeds were perfect. It wasn't just the taste, but the amount of flavor, as well as the quality of the seeds. Now we just have something simliar to a regular store-bought brand.<br /><br />I contacted Jim Beam and they verified they no longer have genuine seeds. They are all BIGS now, so my seed buying days on Amazon are over. I might as well go back to Davids or some generic brand from the grocery store."
2,2,3,Flavorful & Sweet,"These are really cute candies. Each drop is wrapped into hundred of crunchy round bits, just like a real berry. Oozing with flavor and enticing aroma. The gummi part is found inside. Although the Haribo bears are my ultimate favorite, I find this one a bit too sweet for the taste."
2,2,5,Yummy,Just the right amount of flavor and saltiness.<br /><br />Makes wonderful miso with perfectly suspended clouds throughout the soup.<br /><br />No problems with shipping.
2,2,1,Not as described,"This is a 5 flavor assortment, not the 10 flavor assortment. If your looking for the 10 flavor assortment as I was, DO NOT ORDER THIS!!! False advertising..."
15,15,2,Possibly not the best solution,"One of my dogs had a bladder stone and needed surgery. After her surgery, the vet said to prevent the stones, she needed to be on Royal Canin Urinary SO for life. However, a year on the food and her small 12 lbs body (healthy weight) jumped to 19 lbs, which is obviously not healthy for her small breed frame. Her activity level did not decrease and there were no other lifestyle changes besides the food. Even though it prevented more stones, that much weight gain is really risky and dangerous, it could have lead to other health problems. Unhappy with my vet's suggestion to simply walk her more (she already gets 3 walks a day!)  I did my own research and spoke with a pet nutritionist (expensive but worth it). Well little did I realize that this food contains tons of fillers and inferior by-products! Main ingredients include pork by-products and corn grits! The nutritionist recommended that I switch her to a home cooked diet with supplements (multi-vitamin) and urinary health vitamins (cranberry, hydrangea, etc.) to prevent bladder stones and continue to have her urine checked at the vet on a regular basis. Two years later, she's lost the weight and has had no more stones! She also has more energy! Most of the time I cook for her and other times I give her Merrick canned dog food with her urinary vitamins.  I'm not saying this will work for everyone, but it certainly worked for my dog and I'm glad I didn't just accept this food as her fate and deal with the other health consequences that come along with being overweight. I would recommend that anyone with a dog who has issues with bladder stones to do their research and seek a second opinion about ways to deal with these health problems. Best of luck to you and your dog!"
1,1,5,Good soup,"This will give you exactly what you want out of an instant Miso soup.<br /><br />You get six pouches with 3 servings in each, it is a paste so it is very compact and travel-friendly. I use a bit more than the suggested 8oz of water and it is simply delicious. I eat it as my lunch at work and it is surprisingly filling, very satisfying. This is the first subscribe and save purchase though Amazon that I have made that is actually worth getting at regular intervals, I may have to order more before the month is up."
0,0,5,Great Chew,"We have been working with our dog on crate training and this was an amazing treat which he loves!  It takes him a while to get through these and when you get to the last few inches, you can stick it in the microwave for 30 seconds and it puffs up into a crunchy treat."
0,0,5,JAKE LOVES HIS CHICKEN BREAST,"WHENEVER I BUY THE SMOKEHOUSE CHICKEN BREAST, JAKE(BOXER/ROTTWEILER--127#'S--10 YRS YOUNG) HE SEEMS TO KNOW WHEN THEY ARRIVE AND WILL NOT SIT STILL UNTIL HE HAS HAD HIS FIRST TREAT.  WE HAVE TO BE CAREFUL OR HE WILL EAT UNTIL THEY ARE ALL GONE."
0,0,4,milk alternative,"We are always searching for milk alternatives, as one of my sons can not digest caesin. This was a nice product that presented itself as chocolate milk...it wasn't too chalky tasting. The texture was somewhat similar to milk....he liked the product but I wouldn't say he LOVED it...."
0,1,4,I'm Not A Fan Of Oatmeal Cookies......,"...But these are pretty good! I generally steer clear of Oatmeal and Nuts in my Cookies (Give me a good old Chocolate Chip Cookie any day!), but these have a very nice Chocolate Chip taste, the Oatmeal taste is there, but it's not overpowering, and the Almonds didn't bother me very much. My only real complaint is in the packaging: The large box only contains 6 moderately-sized Cookies, which are individually-wrapped. The individual wrapping is good if you want to take a Cookie or two on the road with you, but when I saw the box my first thought was ""With a box that size, I'd expect more than six Cookies."""
0,0,1,butter flavoring durkee,PURCHASED AT AMAZON VERY BAD PRODUCT! TASTE LIKE VINAGAR WATER.DURKEE BUTTER FLAVORING.I WOULD NOT RECOMMEND THIS PRODUCT TO ANYONE.VERY SORRY I WASTED MY MONEY ON THIS PRODUCT.CAN'T BELEIVE DURKEE PUT THEIR NAME ON THIS PRODUCT.
0,0,5,One ingredient if you buy the powder...,"Mom and dad have been making mustard from Colman's fer decades! One key ingredient when mixing, if you care fer it, is whiskey. Yes, whiskey. You won't get drunk, but yer sinuses will clear immediately. lol The taste is great, as it always has been. I hope to find out the rest of the recipe from my mom soon, but she likes to go by taste. I hope she isn't drinking, she's 83 years old now.  lol Enjoy the mustard....when possible, I hope to get some soon.  I still have 3 cans left!  :)"
0,2,1,So VERY Bad,"If you like the taste of water with a hint of coffee, buy this. Otherwise stick with Starbucks VIA.<br />I use the instant coffee mid-way through my day at work. The Taster's Choice requires 3 packs to make a decent 16oz cup of coffee. The Starbucks VIA only needs 1. Spend the extra couple of dollars on the Starbucks if you want good instant coffee."
2,6,1,Way too expensive,"When I first tried this product I loved it and used it in my baking (I run a small online bakery) and would have given it 5 stars for sure. Now in less than a month they've hiked the price up from just under $6 per package to $8.99, and no long offer Super Saver Shipping, and charge nearly another $8 for shipping? Save your money. This is just ridiculous."
1,1,4,coffee Candy review,"If you like coffee but can not stop to get some these coffee flavored candies are just right, a bit hard to unwrap but hits the spot."
1,1,5,Delicious!!,"My husband wanted some honey with the comb in it. The morning after we recieved it, he made bisquits and we drizzled this honey over them, this is the best tasting honey. Delightful."
0,0,5,"prepares in a jiffy, most wonderful flavor.",Perfect for last minute food ideas because you just picked your veggies from your garden. Wonderful product.
5,5,5,Five stars if you like Starbucks,"This blend is one of Starbucks' gentler blends, but you have to like the taste of Starbucks to appreciate it.  Often described as having a burnt taste, Starbucks beans are known for their strongly roasted taste.  Maxwell House afficionados should steer clear.<p>Before you invest in Starbucks coffee, make sure you like the flavor by tasting the brew at a local franchise.  If you don't have one near you, make sure you like a strong coffee flavor.  Although I enjoy Starbucks coffee myself, I am leery of recommending it to the uninitiated.  If you like the taste, stock up now.  The coffee stores well for months in the freezer."
0,0,5,LOVE this tea!,I absolutely love licorice and I love this tea. I have a glass nearly every night in the winter. It tastes great and settles your stomach.  Highly recommend.
2,3,2,You can really taste that sucralose,"To be fair, I think I'd give any of these miniature packets of ""healthy"" ""water boosters"" a two-star review. They're just not all that tasty, and all have a nasty aftertaste from the artificial sweeteners.<br /><br />This product almost earned itself a one-star review because in addition to the aftertaste, there are little crumbly bits in it that just aren't a pleasant thing to encounter in a beverage. It was a rather nasty experience overall, really, but it saved itself from one star because the actual fruit and green tea flavours were really quite nice."
0,0,5,Great buy!,My son takes a snack everyday and he loves the Kind Protein Bars.  They arrived very fast and a great deal!
0,0,5,Really Yummy!,Out of all the Stage 2 foods this one is not runny and very yummy! My little one loves it.
2,7,4,Red Caviar,"The Red Caviar is very fresh and melts in my mouth in the way it is suposed to do.  I don't know how they can improve the packing, the can came all slime.<br /><br />It was send well packed (refrigeration) and it came on a timely manner."
6,6,5,Can taste the Love.,"Wow is this better then finger licking good ! It's laying in bed dreaming about the piece left in the fridge, and getting up to the nightmare that someone else ate it, GOOD! I need to buy stock in this winner ! GOD BLESS SYLVIA !! weeeeeeeeeeeeeeeeeeeeeeeee"
15,18,3,Actually pretty good,"These are actually pretty good little potato puffs, and best of all - no CHEESE!  (unless you like that sort of thing, which we don't so it's nice to actually find a potato side dish with no cheese in it).<br /><br />Anyways- - these are surprisingly good and they toast up nicely in the oven in like 10 minutes.  worth it for $10."
0,0,2,My kids don't like it :(,"Cons:<br />1. Neither of my children liked the taste. They loved Earth's Best, even the vegetables.<br />2. It is not as convenient as the Earth's Best when travelling since you have to carry a spare container to serve this.<br /><br />Pros:<br />1. BPA free packaging<br />2. Organic and preservative free.<br /><br />The lining of the lids in Earth's Best is reported to contain BPA. My search for quality baby food continues..."
1,1,5,Best ever dog food!,"I've fed my little pug this dog food brand all his life. Now as a young adult I feed him 2/3 cups of food daily. He's energetic, happy, and not over weight as pugs tend to get. He also has a very healthy and minimal stool - which is great because he is trained to use a litter box with a ""permanent"" type doggie pee pad (changed daily) in the bottom. Pudge is always ready to eat so, I try to give mostly healthy treats: maybe a few bites of veggies of my dinner plate and maybe a milk bone a few times a week. But he loves his Wellness and its made him a handsome, healthy little dude"
2,6,1,Disks don't work/are defective,"<a href=""http://www.amazon.com/gp/product/B004M8KYCK"">Jacobs Latte Macchiato, 8-Count T-Discs for Tassimo Brewers (Pack of 3)</a>I love Jacob's Latte Machiatto for the Tassimo; however, since they came out with the new packaging, every package I have opened has had about 75% of the creamer disks defective.  The barcode reader won't read it, and the machine goes into manual mode.  If I wanted to use manual mode, I'd be using a Dolce Gusto machine!  The problem only occurs with the creamer disks, not the coffee disks, and not with any other brand of beverage.  I have checked and cleaned and cleaned to scanner surface, but that is obviously not the problem - the problem is in the bar code on the packaging of the creamer disks.<br /><br />I'm very disappointed. When you consider what these things cost, it's not fun having 75% of them defective."
1,1,5,Tastier and less sugar than Gerber 2nd Foods Bananas with Apples & Pears,"I used to order Gerber 2nd Foods Bananas with Apples & Pears until I tasted it. I found it extremely sweet, so I did some research online to find out that it contains 15g of sugar per container.<br />When I looked for a substitute, I came across this fixed fruits, ""Gerber 2nd Foods Apricots with Mixed Fruit"", which has 50% less sugar (10g per container) and has apricots in addition to apples, pears and bananas.<br />My son loves this mixed fruit puree and I love it too!"
1,2,2,Didn't Turn Out Too Well,"My experience with this cheesy skillet wasn't a good one. I followed the directions but it came out kind of runny at the end and wasn't very cheesy. It may have been something I did, but the end product just wasn't very good. I'm not a big ""cheeseburger"" person anyway. I did try the chicken & broccoli skillet and it turned out amazing. I would definitely recommend that one over this skillet. I just prefer the chicken and the noodles over the hamburger and noodles in this skillet."
1,1,1,They do not taste the same as they use to!,The Twizzlers do not taste like I remember them.  I would not recommend these to anyone unless tmhey started to make them like they use to. I was very disappointed!
2,2,5,Excellent,"This rice cooks up perfectly in my small Aroma rice cooker, which I also bought on Amazon. Two great products, and both at a good price."
1,1,5,yummy!,"I love ALL the Chimes ginger chews but the peanut butter is really yummy. There is no ""heat"" from the ginger and yet you get all the advantages of the ginger.  I share them with friends at the office."
0,0,5,Good Decision!,"I know little about salt, but wanted to upgrade from average table salt. I am happy with this. I enjoy using it on food, and also as a mouth rinse with water. While I am not qualified to attest to the quality of this salt, I feel good having it in my kitchen, and will definitely repurchase. There is something about Himalayan Salt that makes me confident having it."
3,3,5,Apparently their tasty!,"I have bought several different brands of pig ears. Most seem to use a tanning process in which the pig ears get soft, mushy, and smell horrible.<br /><br />These pig ears actually smell like pork and their crispy. My 10 week old puppy is able to devour a pig ear in one sitting.<br /><br />My pup will knaw on most pig ears for a few minutes and then give up on them while moaning and groaning in frustration.<br /><br />She can actually eat these ears from start to finish!"
0,2,4,One Love Better Than It Smells,"One of the best things about a fine coffee is the aroma. It is part of the entire coffee drinking experience. It is the aroma that strikes you first with Marley Coffee - One Love. The coffee has a pungent, almost ""muddy"" odor. By ""muddy,"" I mean it actually smells like mud. This was the hardest thing to get past when trying this coffee. Next up is its light color. It almost brews with the color of a strong tea rather than a coffee. I like my coffee dark, so this was yet another hurdle I had to get past. Once I got to the taste, I was more than pleasantly surprised. The flavor was light, yet wonderfully smooth. There was not a lot of body to it, but it did taste great. This is a light roast at best. If that sounds like what you're looking for, go for it. I give it four stars on taste alone. A nice organic blend."
0,0,5,BEST SNACK EVER!,"My daughter loves these yogurt melts.  They are so healthy and yet she thinks they are a dessert.  Gerber makes a similar product, which is just as good, except these are organic.  Love that I can find 8 packs of them on Amazon.  I have a hard time finding them in stores."
0,0,5,Wonderful Yogurt,I have been using this product for about 6 months. I have had consistently good results when making yogurt with this starter. I tried to make follow up batches with yogurt I had made previously and it just never was as good as using this starter every time. One of the big secrets I have found to good yogurt is making sure that you mix in the starter thoroughly. Definitely improves the consistency.
1,1,5,Great Seller Great Memories!,"Great shipping time and great 5 lbs of product just as described! Fresh, gummy, and coca colaee lol just as I remembered as a kid!"
3,3,5,Pinenuts at a Price,"In a time where pine nuts are selling for $145 for a 5 lb. bag we were able to get quality pine nuts for just $60 for that same 5 lb bag using Amazon. Our customers have noticed no difference in flavor or after taste from those we previously purchased through our food service provider. The vendor, Candy Express, delivered their product ahead of schedule and in very good packaging."
1,1,5,Island Escape!,I tried this flavor within a variety pack and LOVED IT!  I usually add cream and sugar to my coffee.  With this k cup I added coconut creamer and found that I did not have to add any sugar!  It was so sweet and light and tasted just like a pina colada.  I absolutley love this k cup and am planning to sign up for subscribe and save on this one!
2,2,5,Great GingerSnap Flavor-- real fruit and nuts with NO JUNK,"These might be the best-tasting bars I've ever tried. They keep pretty well, too, although if you leave them in your car (in the heat) they will lose freshness will get hard quickly. They are great as a meal replacement when you don't have time for lunch and you need to grab something satisfying that won't spike your blood sugar and make you feel sick later on. This is a sustained energy-- I think it's the nuts that help it have a lasting energy feeling. The calories in these is always about 300, which is good for a meal replacement.<br /><br />I really love the ginger snap, which tastes just like a real gingersnap cookie and you can taste the real ginger. Although most Larabars are very delicious, and I can't say I have ever disliked any of them."
0,0,4,Strong Dark Roast Coffee,"This is about the strongest K cup I've purchased.  I like my coffee strong, and before buying a K cup coffee maker, always purchased French roast whole bean and brewed strong coffee.  Brewing this in a K cup machine at an 8 ounce cup will definately provide you with a strong cup of coffee.  Since I brew a cup for my wife and I at the same time, I run two 8 ounce cups with one of these K cups into a small decanter, and then pour into two coffee cups, which still yields a strong flavor, but not enough pop your eyeballs out...<br /><br />Of course, brewing two cups with one K cup drops the price down in half, which at less than thirty cents a cup is on the cheap end of K cup brewing.  I find most K cups are good for up to a 12 ounce cup, and 16 ounces would weaken them too much...  But this works for my wife and I since I have been fixing a cup for each of us for years, and brewing two cups with one K cup is economical."
0,0,5,Classic Cookies,"All of the flavors I've tried are great; but my favorite are the mint.<br /><br />I was concerned re the shipping issue based on other reviews.  When they arrived, the cookies were packed so tightly into a box filled with canned goods that the outer carton was pushed out of shape right on top of where the cookies were - which carton was pretty battered on that location, as one might expect from an incorrectly packed carton.  Amazon, what is up with your packaging logic?  It's so weird what you do when packing things....<br /><br />Anyway, I figured the whole batch of cookies would be crushed.  To my amazement, only 3 of the cookies were broken (out of a pack of 4 bags).  I think that was a fluke really.  Anyway, otherwise they were fresh etc.  The only other odd thing was that these seemed to be different cookies than what I was used to.  They seemed to be thinner.  I've noticed since moving from the West Coast to the East Coast that a lot of products seem different here in various ways, so I figured it was either that, or maybe I was imagining it; but I don't think so.  Anyway - I actually preferred the thinner ones, as the overall flavor balances were better and the texture was more appealing.<br /><br />So while my shipping story was a success, I can't claim that the product was really properly packaged, and I wouldn't therefore want to leave a review claiming that."
2,2,5,Wonderful product,"I was very pleased with the Himalayan salt. It really does taste much better than ordinary salt and you can actually taste some of the other minerals in it. I would describe it like licking a salty rock, but in a good way. Very pleased and will be buying more."
0,5,1,Not the Same Cookie and they Suck,"I saw a bag in the grocery aisle and had to have it.  Boy, was I sorely disappointed.  The cookies aren't half as big as I remember them being.  They were all clumped together from all the nauseating pink and white frosting.  Yeah, you actually get more pink and white frosting than you do an actual cookie.  Blecch.  These cookies are a suga-holic hyperactive kid's dream and nothing more.  I won't be buying them again.  So sad to see a good, good thing go away."
1,1,5,Yum!  These are great cookies for everyone!,"They are safe for my daughter's restricted diet, and the rest of the family loves them too.  Their small size is great for snacking, and each bag has many servings.  They are a great buy... we're already on our second case!"
2,2,5,brandi,my dog brandi lovessssssssssssssssssss these greenies she cant get enough of them and i keep them in cabinet she will look at cabinet and than look at me and say ma can i please have a greenie im not kiddin shes a dog but she talks to me they have there own communication.<br />anyway whoever is leary about buying these trust me when i tell you they are worth every pennie and this seller got them out to me quick!!great product great seller what more can i say but<br />merry xmas and a happy healthy new year too!!
0,0,5,"Ghirardelli Hot Chocolate Mix Hazelnut Flavor, 16 ozI felt",I felt very calm and contented as I sipped this hot chocolate. I love the flavor. I wish it would come in a 2lb can.
7,7,4,does the trick,"It's an acquired taste, but it works.  For IBS sufferers with few other options for stomach relief I'd definately give it a try."
0,0,5,perfect,these are great! I was very happy with how quickly they arrived. I'm always very happy with these gel colors
1,1,5,We love this Chai,"We get this chai for our office and everyone loves it!  We used to buy it at Sam's Club but then couldn't find it so we buy it here by the case and split it up, some for the office, some of us take some home and some of our friends want in on the split.  It's the best Chai, next to Dunkin Donuts, I've tasted!"
0,0,5,Box-o-Chips,"These chips were a great deal.  Kettle was having a special deal for the case of chips.  They are hard to find in Vegas and are my favorite flavor. Shipping was very fast, sooner than expected."
2,4,1,Yuck.,"I was looking for a really good, healthy bar so I thought I'd try these even though they're pricey. Big mistake. I think they are tasteless and I will go back to my grocery store brand."
1,1,5,Delicious and Filling!,"Kind Plus, Peanut Butter, Dark Chocolate + Protein, Gluten Free Bars are really good!  They're so good I've doubled my monthly order.  They're better than Snickers, and certainly better for you.  I've been diagnosed with celiac disease for 18 years, and these bars are a favorite snack."
0,1,5,"Tastes great, but price is way too high.","These Glory brand beans with potatoes taste wonderful.  I don't usually like green beans much, but the way these are seasoned makes them taste great.  (It's a salty and bacon-y flavor that is hard to describe.)  I especially like to use them as an ingredient in shepherd's pie.  The only problem I have with them here on Amazon is that the Amazon price is roughly 2½ times higher than the price in my local grocery store."
1,1,1,Nasty taste!,"Expensive, nasty and low in protein! I really don't understand how this product has got good reviews. I am not exagerating but the taste is nasty. I drunk it once and the rest I flushed through the toilet. Bad!"
1,1,5,Didn't Disappoint,"This snack met all my expectations to the NI,taste, size and texture. They are very chewy and loved that. Its very filling. I will keep buying these. They are 100 percent better than adkins, slimfast and Special K I have tried in the past. Can't wait to try the other kinds."
2,2,5,Awesome Product,"I live in Georgia, where collard greens and fresh vegetables are eaten and loved by just about everyone. I like trying new things and went to the local Oriental Market and purhcased this product. I decided to put some on some collard greens and WOW, I couldn't believe how good it was on the greens, and from then on I put them on just about all my cooked greens (collards & turnips) and peas, they are especially good on vegetables cooked with okra. This chili paste just brought out the flavor of the vegetables and added some umph to them. If you like spicy foods, then you should try adding some of this chili paste to your vegetables. You can adjust how spicy the vegetables by adding a little or a lot. <a href=""http://www.amazon.com/gp/product/B001EO69RY"">Huy Fong Sambal Oelek Sauce, 18 Ounce Bottle (Pack of 6)</a>"
1,1,5,So comforting...,"I purchased this ramen based on my sister recommendation like a week ago and I am down to my last 8 packs, wonderful texture on the noodles and the broth is just right. Adding kimchi as the final touch is heavenly."
